,AMZN,AMZN,AMZN,AMZN,AMZN,TSM,TSM,TSM,TSM,TSM
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2012-07-17,217.4499969482422,217.94000244140625,213.9600067138672,216.92999267578125,1987000,9.601456642150879,9.639287586147299,9.472832587067439,9.601456642150879,11144900
2012-07-18,216.14999389648438,218.6699981689453,215.7100067138672,217.47000122070312,2093000,9.525796551423017,9.972200153547321,9.525796551423017,9.941935539245605,19926600
2012-07-19,220.72999572753906,227.5,220.69000244140625,226.1699981689453,5449400,10.138655165519749,10.153787833444454,9.730082511901855,9.730082511901855,20516300
2012-07-20,225.36000061035156,229.38999938964844,225.2899932861328,228.2899932861328,4170000,9.775479421192456,9.775479421192456,9.556060795611916,9.571192741394043,24366500
2012-07-23,224.72000122070312,226.5800018310547,221.5399932861328,226.00999450683594,5515100,9.33664114160999,9.684684515045808,9.185318092630332,9.669551849365234,24666900
2012-07-24,226.27000427246094,226.61000061035156,221.22999572753906,223.0399932861328,5008700,9.578758856549205,9.77547919818616,9.540927910608978,9.767912864685059,18263200
2012-07-25,222.0,222.5,215.91000366210938,217.0500030517578,3646700,9.737648965521482,9.949501268113384,9.722517018976154,9.843575477600098,19915700
2012-07-26,220.0,221.4499969482422,214.9499969482422,220.00999450683594,6937400,9.926803117786498,10.161354425622507,9.926803117786498,10.108390808105469,19660800
2012-07-27,225.25,238.33999633789062,224.5,237.32000732421875,11313900,10.206750283444698,10.411036962137587,10.191618337744462,10.350507736206055,13812600
2012-07-30,237.0,240.74000549316406,234.07000732421875,236.08999633789062,3736400,10.237014527953123,10.33537469694294,10.085691468570811,10.20674991607666,9516300
2012-07-31,235.10000610351562,236.3000030517578,231.61000061035156,233.3000030517578,3453600,10.305112219312637,10.615324735684432,10.305112219312637,10.569928169250488,18347900
2012-08-01,234.13999938964844,234.3800048828125,230.6999969482422,232.08999633789062,2543800,10.5018310546875,10.554793948265491,10.191618583904457,10.5018310546875,24950500
2012-08-02,230.55999755859375,234.33999633789062,228.66000366210938,230.80999755859375,3048100,10.403471708016962,10.585059404653935,10.289979578010197,10.49426555633545,21545800
